"date","stage_code","event_name","stage","gender","venue","participant_code","participant_name","participant_type","participant_country_code","participant_country","result","result_type","result_WLT","start_order","matches_played","wins","win_percentage","avg_points","performance_index","stages_participated","total_stages","advancement_rate","country_total_wins","country_avg_performance","participants_per_event","discipline_avg_points","discipline_win_percentage"
2024-07-28 09:18:53,"FENWFOIL--------------R32-000200--","Women's Foil Individual","Table of 32","W","Grand Palais","1896517","MIYAWAKI Karin","Person","JPN","Japan",10,"POINTS","L",2,1,0,0,10,3,1,1,100,24,47.180487804878,15,12.0441176470588,50
2024-07-28 09:26:00,"FENWFOIL--------------R32-001400--","Women's Foil Individual","Table of 32","W","Grand Palais","1950584","DUBROVICH Jacqueline","Person","USA","United States",12,"POINTS","L",1,1,0,0,12,3.6,1,1,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 09:26:00,"FENWFOIL--------------R32-001400--","Women's Foil Individual","Table of 32","W","Grand Palais","1946399","PASZTOR Flora","Person","HUN","Hungary",15,"POINTS","W",2,3,2,66.6666666666667,11.3333333333333,50.0666666666667,3,3,100,23,47.0666666666667,13,12.0441176470588,50
2024-07-28 09:26:30,"FENWFOIL--------------R32-000600--","Women's Foil Individual","Table of 32","W","Grand Palais","1973213","HARVEY Eleanor","Person","CAN","Canada",12,"POINTS","W",1,5,4,80,13.2,59.96,5,5,100,13,33.96875,13,12.0441176470588,50
2024-07-28 09:26:30,"FENWFOIL--------------R32-000600--","Women's Foil Individual","Table of 32","W","Grand Palais","1902570","WANG Yuting","Person","CHN","China",8,"POINTS","L",2,1,0,0,8,2.4,1,1,100,11,33.5214285714286,13,12.0441176470588,50
2024-07-28 09:32:10,"FENWFOIL--------------R32-001000--","Women's Foil Individual","Table of 32","W","Grand Palais","1542423","CALUGAREANU Malina","Person","ROU","Romania",15,"POINTS","W",1,2,1,50,12,38.6,2,2,100,1,38.6,1,12.0441176470588,50
2024-07-28 09:32:10,"FENWFOIL--------------R32-001000--","Women's Foil Individual","Table of 32","W","Grand Palais","1896545","UENO Yuka","Person","JPN","Japan",13,"POINTS","L",2,1,0,0,13,3.9,1,1,100,24,47.180487804878,15,12.0441176470588,50
2024-07-28 09:49:14,"FENWFOIL--------------R32-000700--","Women's Foil Individual","Table of 32","W","Grand Palais","1950104","ESTEBAN Maxine Isabel","Person","CIV","CÃ´te d'Ivoire",7,"POINTS","L",1,1,0,0,7,2.1,1,1,100,0,1.5,2,12.0441176470588,50
2024-07-28 09:49:14,"FENWFOIL--------------R32-000700--","Women's Foil Individual","Table of 32","W","Grand Palais","1916207","RANVIER Pauline","Person","FRA","France",15,"POINTS","W",2,2,1,50,12,38.6,2,2,100,39,48.9421875,19,12.0441176470588,50
2024-07-28 09:50:45,"FENWFOIL--------------R32-001500--","Women's Foil Individual","Table of 32","W","Grand Palais","1936865","ELSHARKAWY Yara","Person","EGY","Egypt",5,"POINTS","L",1,1,0,0,5,1.5,1,1,100,16,29.0893617021277,17,12.0441176470588,50
2024-07-28 09:50:45,"FENWFOIL--------------R32-001500--","Women's Foil Individual","Table of 32","W","Grand Palais","1902564","HUANG Qianqian","Person","CHN","China",15,"POINTS","W",2,2,1,50,12,38.6,2,2,100,11,33.5214285714286,13,12.0441176470588,50
2024-07-28 09:56:54,"FENWFOIL--------------R32-000300--","Women's Foil Individual","Table of 32","W","Grand Palais","1541553","BERTHIER Amita","Person","SGP","Singapore",13,"POINTS","L",1,1,0,0,13,3.9,1,1,100,1,27.1333333333333,2,12.0441176470588,50
2024-07-28 09:56:54,"FENWFOIL--------------R32-000300--","Women's Foil Individual","Table of 32","W","Grand Palais","1950643","SCRUGGS Lauren","Person","USA","United States",15,"POINTS","W",2,5,4,80,13.2,59.96,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 10:00:54,"FENWFOIL--------------R32-001100--","Women's Foil Individual","Table of 32","W","Grand Palais","1973052","CHAN Nok Sze Daphne","Person","HKG","Hong Kong, China",15,"POINTS","W",1,2,1,50,11.5,38.45,2,2,100,11,63.3846153846154,4,12.0441176470588,50
2024-07-28 10:00:54,"FENWFOIL--------------R32-001100--","Women's Foil Individual","Table of 32","W","Grand Palais","1896544","AZUMA Sera","Person","JPN","Japan",14,"POINTS","L",2,1,0,0,14,4.2,1,1,100,24,47.180487804878,15,12.0441176470588,50
2024-07-28 10:17:30,"FENWFOIL--------------R32-001200--","Women's Foil Individual","Table of 32","W","Grand Palais","1936715","HAMZA Malak","Person","EGY","Egypt",3,"POINTS","L",1,1,0,0,3,0.9,1,1,100,16,29.0893617021277,17,12.0441176470588,50
2024-07-28 10:17:30,"FENWFOIL--------------R32-001200--","Women's Foil Individual","Table of 32","W","Grand Palais","1889328","SAUER Anne","Person","GER","Germany",15,"POINTS","W",2,3,2,66.6666666666667,14,50.8666666666667,3,3,100,4,50.9666666666667,2,12.0441176470588,50
2024-07-28 10:17:44,"FENWFOIL--------------R32-000800--","Women's Foil Individual","Table of 32","W","Grand Palais","1936638","AMR HOSSNY Sara","Person","EGY","Egypt",5,"POINTS","L",1,1,0,0,5,1.5,1,1,100,16,29.0893617021277,17,12.0441176470588,50
2024-07-28 10:17:44,"FENWFOIL--------------R32-000800--","Women's Foil Individual","Table of 32","W","Grand Palais","1924277","FAVARETTO Martina","Person","ITA","Italy",15,"POINTS","W",2,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 10:24:39,"FENWFOIL--------------R32-000400--","Women's Foil Individual","Table of 32","W","Grand Palais","1973211","GUO Jessica Zi Jia","Person","CAN","Canada",15,"POINTS","W",1,2,1,50,13,38.9,2,2,100,13,33.96875,13,12.0441176470588,50
2024-07-28 10:24:39,"FENWFOIL--------------R32-000400--","Women's Foil Individual","Table of 32","W","Grand Palais","1934822","INOSTROZA Arantza","Person","CHI","Chile",7,"POINTS","L",2,1,0,0,7,2.1,1,1,100,0,2.1,1,12.0441176470588,50
2024-07-28 10:26:45,"FENWFOIL--------------R32-001600--","Women's Foil Individual","Table of 32","W","Grand Palais","1950611","KIEFER Lee","Person","USA","United States",15,"POINTS","W",1,5,5,100,15,74.5,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 10:26:45,"FENWFOIL--------------R32-001600--","Women's Foil Individual","Table of 32","W","Grand Palais","1894196","JELINSKA Martyna","Person","POL","Poland",13,"POINTS","L",2,2,1,50,14,39.2,2,2,100,8,31.9863636363636,10,12.0441176470588,50
2024-07-28 12:42:05,"FENWFOIL--------------8FNL000100--","Women's Foil Individual","Table of 16","W","Grand Palais","1916211","LACHERAY Eva","Person","FRA","France",6,"POINTS","L",1,2,1,50,10.5,38.15,2,2,100,39,48.9421875,19,12.0441176470588,50
2024-07-28 12:42:05,"FENWFOIL--------------8FNL000100--","Women's Foil Individual","Table of 16","W","Grand Palais","1924276","ERRIGO Arianna","Person","ITA","Italy",15,"POINTS","W",2,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 12:42:15,"FENWFOIL--------------8FNL000500--","Women's Foil Individual","Table of 16","W","Grand Palais","1542423","CALUGAREANU Malina","Person","ROU","Romania",9,"POINTS","L",1,2,1,50,12,38.6,2,2,100,1,38.6,1,12.0441176470588,50
2024-07-28 12:42:15,"FENWFOIL--------------8FNL000500--","Women's Foil Individual","Table of 16","W","Grand Palais","1924275","VOLPI Alice","Person","ITA","Italy",15,"POINTS","W",2,5,3,60,13.4,46.02,5,5,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 12:46:40,"FENWFOIL--------------8FNL000700--","Women's Foil Individual","Table of 16","W","Grand Palais","1973219","ZHANG Yunjia","Person","CAN","Canada",5,"POINTS","L",1,2,1,50,10,38,2,2,100,13,33.96875,13,12.0441176470588,50
2024-07-28 12:46:40,"FENWFOIL--------------8FNL000700--","Women's Foil Individual","Table of 16","W","Grand Palais","1946399","PASZTOR Flora","Person","HUN","Hungary",15,"POINTS","W",2,3,2,66.6666666666667,11.3333333333333,50.0666666666667,3,3,100,23,47.0666666666667,13,12.0441176470588,50
2024-07-28 12:48:03,"FENWFOIL--------------8FNL000300--","Women's Foil Individual","Table of 16","W","Grand Palais","1973213","HARVEY Eleanor","Person","CAN","Canada",15,"POINTS","W",1,5,4,80,13.2,59.96,5,5,100,13,33.96875,13,12.0441176470588,50
2024-07-28 12:48:03,"FENWFOIL--------------8FNL000300--","Women's Foil Individual","Table of 16","W","Grand Palais","1894193","WALCZYK-KLIMASZYK Julia","Person","POL","Poland",6,"POINTS","L",2,2,1,50,10.5,38.15,2,2,100,8,31.9863636363636,10,12.0441176470588,50
2024-07-28 13:07:32,"FENWFOIL--------------8FNL000800--","Women's Foil Individual","Table of 16","W","Grand Palais","1902564","HUANG Qianqian","Person","CHN","China",9,"POINTS","L",1,2,1,50,12,38.6,2,2,100,11,33.5214285714286,13,12.0441176470588,50
2024-07-28 13:07:32,"FENWFOIL--------------8FNL000800--","Women's Foil Individual","Table of 16","W","Grand Palais","1950611","KIEFER Lee","Person","USA","United States",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 13:07:54,"FENWFOIL--------------8FNL000200--","Women's Foil Individual","Table of 16","W","Grand Palais","1973211","GUO Jessica Zi Jia","Person","CAN","Canada",11,"POINTS","L",1,2,1,50,13,38.9,2,2,100,13,33.96875,13,12.0441176470588,50
2024-07-28 13:07:54,"FENWFOIL--------------8FNL000200--","Women's Foil Individual","Table of 16","W","Grand Palais","1950643","SCRUGGS Lauren","Person","USA","United States",15,"POINTS","W",2,5,4,80,13.2,59.96,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 13:15:32,"FENWFOIL--------------8FNL000400--","Women's Foil Individual","Table of 16","W","Grand Palais","1924277","FAVARETTO Martina","Person","ITA","Italy",15,"POINTS","W",1,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 13:15:32,"FENWFOIL--------------8FNL000400--","Women's Foil Individual","Table of 16","W","Grand Palais","1916207","RANVIER Pauline","Person","FRA","France",9,"POINTS","L",2,2,1,50,12,38.6,2,2,100,39,48.9421875,19,12.0441176470588,50
2024-07-28 13:15:51,"FENWFOIL--------------8FNL000600--","Women's Foil Individual","Table of 16","W","Grand Palais","1889328","SAUER Anne","Person","GER","Germany",15,"POINTS","W",1,3,2,66.6666666666667,14,50.8666666666667,3,3,100,4,50.9666666666667,2,12.0441176470588,50
2024-07-28 13:15:51,"FENWFOIL--------------8FNL000600--","Women's Foil Individual","Table of 16","W","Grand Palais","1973052","CHAN Nok Sze Daphne","Person","HKG","Hong Kong, China",8,"POINTS","L",2,2,1,50,11.5,38.45,2,2,100,11,63.3846153846154,4,12.0441176470588,50
2024-07-28 14:29:20,"FENWFOIL--------------QFNL000100--","Women's Foil Individual","Table of 8","W","Grand Palais","1950643","SCRUGGS Lauren","Person","USA","United States",15,"POINTS","W",1,5,4,80,13.2,59.96,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 14:29:20,"FENWFOIL--------------QFNL000100--","Women's Foil Individual","Table of 8","W","Grand Palais","1924276","ERRIGO Arianna","Person","ITA","Italy",14,"POINTS","L",2,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 14:29:27,"FENWFOIL--------------QFNL000400--","Women's Foil Individual","Table of 8","W","Grand Palais","1950611","KIEFER Lee","Person","USA","United States",15,"POINTS","W",1,5,5,100,15,74.5,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 14:29:27,"FENWFOIL--------------QFNL000400--","Women's Foil Individual","Table of 8","W","Grand Palais","1946399","PASZTOR Flora","Person","HUN","Hungary",4,"POINTS","L",2,3,2,66.6666666666667,11.3333333333333,50.0666666666667,3,3,100,23,47.0666666666667,13,12.0441176470588,50
2024-07-28 14:34:07,"FENWFOIL--------------QFNL000300--","Women's Foil Individual","Table of 8","W","Grand Palais","1889328","SAUER Anne","Person","GER","Germany",12,"POINTS","L",1,3,2,66.6666666666667,14,50.8666666666667,3,3,100,4,50.9666666666667,2,12.0441176470588,50
2024-07-28 14:34:07,"FENWFOIL--------------QFNL000300--","Women's Foil Individual","Table of 8","W","Grand Palais","1924275","VOLPI Alice","Person","ITA","Italy",15,"POINTS","W",2,5,3,60,13.4,46.02,5,5,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 14:40:56,"FENWFOIL--------------QFNL000200--","Women's Foil Individual","Table of 8","W","Grand Palais","1973213","HARVEY Eleanor","Person","CAN","Canada",15,"POINTS","W",1,5,4,80,13.2,59.96,5,5,100,13,33.96875,13,12.0441176470588,50
2024-07-28 14:40:56,"FENWFOIL--------------QFNL000200--","Women's Foil Individual","Table of 8","W","Grand Palais","1924277","FAVARETTO Martina","Person","ITA","Italy",14,"POINTS","L",2,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 17:28:56,"FENWFOIL--------------SFNL000100--","Women's Foil Individual","Semifinal 1","W","Grand Palais","1973213","HARVEY Eleanor","Person","CAN","Canada",9,"POINTS","L",1,5,4,80,13.2,59.96,5,5,100,13,33.96875,13,12.0441176470588,50
2024-07-28 17:28:56,"FENWFOIL--------------SFNL000100--","Women's Foil Individual","Semifinal 1","W","Grand Palais","1950643","SCRUGGS Lauren","Person","USA","United States",15,"POINTS","W",2,5,4,80,13.2,59.96,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 17:54:13,"FENWFOIL--------------SFNL000200--","Women's Foil Individual","Semifinal 2","W","Grand Palais","1950611","KIEFER Lee","Person","USA","United States",15,"POINTS","W",1,5,5,100,15,74.5,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 17:54:13,"FENWFOIL--------------SFNL000200--","Women's Foil Individual","Semifinal 2","W","Grand Palais","1924275","VOLPI Alice","Person","ITA","Italy",10,"POINTS","L",2,5,3,60,13.4,46.02,5,5,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 19:23:24,"FENWFOIL--------------FNL-000200--","Women's Foil Individual","Bronze Medal Bout","W","Grand Palais","1973213","HARVEY Eleanor","Person","CAN","Canada",15,"POINTS","W",1,5,4,80,13.2,59.96,5,5,100,13,33.96875,13,12.0441176470588,50
2024-07-28 19:23:24,"FENWFOIL--------------FNL-000200--","Women's Foil Individual","Bronze Medal Bout","W","Grand Palais","1924275","VOLPI Alice","Person","ITA","Italy",12,"POINTS","L",2,5,3,60,13.4,46.02,5,5,100,37,48.2096774193548,19,12.0441176470588,50
2024-07-28 20:13:30,"FENWFOIL--------------FNL-000100--","Women's Foil Individual","Gold Medal Bout","W","Grand Palais","1950643","SCRUGGS Lauren","Person","USA","United States",6,"POINTS","L",1,5,4,80,13.2,59.96,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-07-28 20:13:30,"FENWFOIL--------------FNL-000100--","Women's Foil Individual","Gold Medal Bout","W","Grand Palais","1950611","KIEFER Lee","Person","USA","United States",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,26,45.3106382978723,16,12.0441176470588,50
2024-08-01 10:25:47,"FENWTEAMFOIL----------QFNL000100--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILEGY01","Egypt","Team","EGY","Egypt",14,"POINTS","L",1,15,1,6.66666666666667,31.2,14.0266666666667,4,4,100,16,29.0893617021277,17,37.5416666666667,50
2024-08-01 10:25:47,"FENWTEAMFOIL----------QFNL000100--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILITA01","Italy","Team","ITA","Italy",45,"POINTS","W",2,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,37.5416666666667,50
2024-08-01 10:46:26,"FENWTEAMFOIL----------QFNL000400--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILCHN01","People's Republic of China","Team","CHN","China",37,"POINTS","L",1,9,4,44.4444444444444,38.4444444444444,42.6444444444444,6,6,100,11,33.5214285714286,13,37.5416666666667,50
2024-08-01 10:46:26,"FENWTEAMFOIL----------QFNL000400--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILUSA01","United States of America","Team","USA","United States",45,"POINTS","W",2,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,37.5416666666667,50
2024-08-01 10:53:28,"FENWTEAMFOIL----------QFNL000200--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILJPN01","Japan","Team","JPN","Japan",45,"POINTS","W",1,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,37.5416666666667,50
2024-08-01 10:53:28,"FENWTEAMFOIL----------QFNL000200--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILPOL01","Poland","Team","POL","Poland",30,"POINTS","L",2,9,4,44.4444444444444,37.2222222222222,42.2777777777778,5,5,100,8,31.9863636363636,10,37.5416666666667,50
2024-08-01 11:16:03,"FENWTEAMFOIL----------QFNL000300--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILCAN01","Canada","Team","CAN","Canada",38,"POINTS","W",1,9,2,22.2222222222222,35.6666666666667,26.2555555555556,5,5,100,13,33.96875,13,37.5416666666667,50
2024-08-01 11:16:03,"FENWTEAMFOIL----------QFNL000300--","Women's Foil Team","Table of 8","W","Grand Palais","FENWTEAMFOILFRA01","France","Team","FRA","France",36,"POINTS","L",2,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,37.5416666666667,50
2024-08-01 12:25:34,"FENWTEAMFOIL----------SF5-000100--","Women's Foil Team","Classifications 5-8","W","Grand Palais","FENWTEAMFOILEGY01","Egypt","Team","EGY","Egypt",21,"POINTS","L",1,15,1,6.66666666666667,31.2,14.0266666666667,4,4,100,16,29.0893617021277,17,37.5416666666667,50
2024-08-01 12:25:34,"FENWTEAMFOIL----------SF5-000100--","Women's Foil Team","Classifications 5-8","W","Grand Palais","FENWTEAMFOILPOL01","Poland","Team","POL","Poland",45,"POINTS","W",2,9,4,44.4444444444444,37.2222222222222,42.2777777777778,5,5,100,8,31.9863636363636,10,37.5416666666667,50
2024-08-01 12:43:59,"FENWTEAMFOIL----------SF5-000200--","Women's Foil Team","Classifications 5-8","W","Grand Palais","FENWTEAMFOILCHN01","People's Republic of China","Team","CHN","China",39,"POINTS","L",1,9,4,44.4444444444444,38.4444444444444,42.6444444444444,6,6,100,11,33.5214285714286,13,37.5416666666667,50
2024-08-01 12:43:59,"FENWTEAMFOIL----------SF5-000200--","Women's Foil Team","Classifications 5-8","W","Grand Palais","FENWTEAMFOILFRA01","France","Team","FRA","France",45,"POINTS","W",2,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,37.5416666666667,50
2024-08-01 13:42:55,"FENWTEAMFOIL----------SFNL000200--","Women's Foil Team","Semifinal 2","W","Grand Palais","FENWTEAMFOILCAN01","Canada","Team","CAN","Canada",31,"POINTS","L",1,9,2,22.2222222222222,35.6666666666667,26.2555555555556,5,5,100,13,33.96875,13,37.5416666666667,50
2024-08-01 13:42:55,"FENWTEAMFOIL----------SFNL000200--","Women's Foil Team","Semifinal 2","W","Grand Palais","FENWTEAMFOILUSA01","United States of America","Team","USA","United States",45,"POINTS","W",2,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,37.5416666666667,50
2024-08-01 13:52:55,"FENWTEAMFOIL----------SFNL000100--","Women's Foil Team","Semifinal 1","W","Grand Palais","FENWTEAMFOILITA01","Italy","Team","ITA","Italy",45,"POINTS","W",1,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,37.5416666666667,50
2024-08-01 13:52:55,"FENWTEAMFOIL----------SFNL000100--","Women's Foil Team","Semifinal 1","W","Grand Palais","FENWTEAMFOILJPN01","Japan","Team","JPN","Japan",39,"POINTS","L",2,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,37.5416666666667,50
2024-08-01 14:46:52,"FENWTEAMFOIL----------FNL-000400--","Women's Foil Team","Placement 7-8","W","Grand Palais","FENWTEAMFOILEGY01","Egypt","Team","EGY","Egypt",18,"POINTS","L",1,15,1,6.66666666666667,31.2,14.0266666666667,4,4,100,16,29.0893617021277,17,37.5416666666667,50
2024-08-01 14:46:52,"FENWTEAMFOIL----------FNL-000400--","Women's Foil Team","Placement 7-8","W","Grand Palais","FENWTEAMFOILCHN01","People's Republic of China","Team","CHN","China",45,"POINTS","W",2,9,4,44.4444444444444,38.4444444444444,42.6444444444444,6,6,100,11,33.5214285714286,13,37.5416666666667,50
2024-08-01 14:57:51,"FENWTEAMFOIL----------FNL-000300--","Women's Foil Team","Placement 5-6","W","Grand Palais","FENWTEAMFOILFRA01","France","Team","FRA","France",45,"POINTS","W",1,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,37.5416666666667,50
2024-08-01 14:57:51,"FENWTEAMFOIL----------FNL-000300--","Women's Foil Team","Placement 5-6","W","Grand Palais","FENWTEAMFOILPOL01","Poland","Team","POL","Poland",44,"POINTS","L",2,9,4,44.4444444444444,37.2222222222222,42.2777777777778,5,5,100,8,31.9863636363636,10,37.5416666666667,50
2024-08-01 18:29:10,"FENWTEAMFOIL----------FNL-000200--","Women's Foil Team","Bronze Medal Match","W","Grand Palais","FENWTEAMFOILCAN01","Canada","Team","CAN","Canada",32,"POINTS","L",1,9,2,22.2222222222222,35.6666666666667,26.2555555555556,5,5,100,13,33.96875,13,37.5416666666667,50
2024-08-01 18:29:10,"FENWTEAMFOIL----------FNL-000200--","Women's Foil Team","Bronze Medal Match","W","Grand Palais","FENWTEAMFOILJPN01","Japan","Team","JPN","Japan",33,"POINTS","W",2,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,37.5416666666667,50
2024-08-01 19:43:08,"FENWTEAMFOIL----------FNL-000100--","Women's Foil Team","Gold Medal Match","W","Grand Palais","FENWTEAMFOILITA01","Italy","Team","ITA","Italy",39,"POINTS","L",1,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,37.5416666666667,50
2024-08-01 19:43:08,"FENWTEAMFOIL----------FNL-000100--","Women's Foil Team","Gold Medal Match","W","Grand Palais","FENWTEAMFOILUSA01","United States of America","Team","USA","United States",45,"POINTS","W",2,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,37.5416666666667,50
2024-07-29 07:16:41,"FENWSABRE-------------R64-000200--","Women's Sabre Individual","Table of 64","W","Grand Palais","1969305","KEHLI Zohra Nora","Person","ALG","Algeria",12,"POINTS","L",1,1,0,0,12,3.6,1,1,100,0,5.31428571428571,5,12.375,50
2024-07-29 07:16:41,"FENWSABRE-------------R64-000200--","Women's Sabre Individual","Table of 64","W","Grand Palais","1937778","DAGHFOUS Yasmine","Person","TUN","Tunisia",15,"POINTS","W",2,2,1,50,12,38.6,2,2,100,5,54.0714285714286,2,12.375,50
2024-07-29 07:17:00,"FENWSABRE-------------R64-001500--","Women's Sabre Individual","Table of 64","W","Grand Palais","1924957","PAREDES TORRES Katherine F","Person","VEN","Venezuela",10,"POINTS","L",1,1,0,0,10,3,1,1,100,3,29.4,5,12.375,50
2024-07-29 07:17:00,"FENWSABRE-------------R64-001500--","Women's Sabre Individual","Table of 64","W","Grand Palais","1946373","MARTON Anna","Person","HUN","Hungary",15,"POINTS","W",2,4,3,75,13,56.4,4,4,100,23,47.0666666666667,13,12.375,50
2024-07-29 07:17:17,"FENWSABRE-------------R64-001800--","Women's Sabre Individual","Table of 64","W","Grand Palais","1929626","SARYBAY Aigerim","Person","KAZ","Kazakhstan",15,"POINTS","W",1,2,1,50,13.5,39.05,2,2,100,6,40.525,5,12.375,50
2024-07-29 07:17:17,"FENWSABRE-------------R64-001800--","Women's Sabre Individual","Table of 64","W","Grand Palais","1969337","BENADOUDA Chaima","Person","ALG","Algeria",9,"POINTS","L",2,1,0,0,9,2.7,1,1,100,0,5.31428571428571,5,12.375,50
2024-07-29 07:17:27,"FENWSABRE-------------R64-003100--","Women's Sabre Individual","Table of 64","W","Grand Palais","1897637","KRAVATSKA Olena","Person","UKR","Ukraine",15,"POINTS","W",1,2,1,50,14.5,39.35,2,2,100,13,49.7761904761905,7,12.375,50
2024-07-29 07:17:27,"FENWSABRE-------------R64-003100--","Women's Sabre Individual","Table of 64","W","Grand Palais","1969239","BOUDIAF Saoussen","Person","ALG","Algeria",8,"POINTS","L",2,1,0,0,8,2.4,1,1,100,0,5.31428571428571,5,12.375,50
2024-07-29 08:43:31,"FENWSABRE-------------R32-000900--","Women's Sabre Individual","Table of 32","W","Grand Palais","1929626","SARYBAY Aigerim","Person","KAZ","Kazakhstan",12,"POINTS","L",1,2,1,50,13.5,39.05,2,2,100,6,40.525,5,12.375,50
2024-07-29 08:43:31,"FENWSABRE-------------R32-000900--","Women's Sabre Individual","Table of 32","W","Grand Palais","1916223","APITHY-BRUNET Manon","Person","FRA","France",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 08:44:14,"FENWSABRE-------------R32-000500--","Women's Sabre Individual","Table of 32","W","Grand Palais","1896541","FUKUSHIMA Shihomi","Person","JPN","Japan",9,"POINTS","L",1,1,0,0,9,2.7,1,1,100,24,47.180487804878,15,12.375,50
2024-07-29 08:44:14,"FENWSABRE-------------R32-000500--","Women's Sabre Individual","Table of 32","W","Grand Palais","1897644","KHARLAN Olga","Person","UKR","Ukraine",15,"POINTS","W",2,5,4,80,13.4,60.02,5,5,100,13,49.7761904761905,7,12.375,50
2024-07-29 08:45:08,"FENWSABRE-------------R32-000100--","Women's Sabre Individual","Table of 32","W","Grand Palais","1916222","BALZER Sara","Person","FRA","France",15,"POINTS","W",1,5,4,80,14.4,60.32,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 08:45:08,"FENWSABRE-------------R32-000100--","Women's Sabre Individual","Table of 32","W","Grand Palais","1937778","DAGHFOUS Yasmine","Person","TUN","Tunisia",9,"POINTS","L",2,2,1,50,12,38.6,2,2,100,5,54.0714285714286,2,12.375,50
2024-07-29 08:45:25,"FENWSABRE-------------R32-001300--","Women's Sabre Individual","Table of 32","W","Grand Palais","1938122","HAFEZ Nada","Person","EGY","Egypt",15,"POINTS","W",1,2,1,50,11,38.3,2,2,100,16,29.0893617021277,17,12.375,50
2024-07-29 08:45:25,"FENWSABRE-------------R32-001300--","Women's Sabre Individual","Table of 32","W","Grand Palais","1950654","TARTAKOVSKY Elizabeth","Person","USA","United States",13,"POINTS","L",2,1,0,0,13,3.9,1,1,100,26,45.3106382978723,16,12.375,50
2024-07-29 09:05:23,"FENWSABRE-------------R32-000200--","Women's Sabre Individual","Table of 32","W","Grand Palais","1950648","SKARBONKIEWICZ Magda","Person","USA","United States",11,"POINTS","L",1,1,0,0,11,3.3,1,1,100,26,45.3106382978723,16,12.375,50
2024-07-29 09:05:23,"FENWSABRE-------------R32-000200--","Women's Sabre Individual","Table of 32","W","Grand Palais","1569820","ERBIL Nisanur","Person","TUR","TÃ¼rkiye",15,"POINTS","W",2,2,1,50,10,38,2,2,100,1,26.3333333333333,2,12.375,50
2024-07-29 09:05:36,"FENWSABRE-------------R32-001400--","Women's Sabre Individual","Table of 32","W","Grand Palais","1927123","JEON Hayoung","Person","KOR","Korea",15,"POINTS","W",1,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,20,48.8606060606061,12,12.375,50
