"date","stage_code","event_name","stage","gender","venue","participant_code","participant_name","participant_type","participant_country_code","participant_country","result","result_type","result_WLT","start_order","matches_played","wins","win_percentage","avg_points","performance_index","stages_participated","total_stages","advancement_rate","country_total_wins","country_avg_performance","participants_per_event","discipline_avg_points","discipline_win_percentage"
2024-07-29 09:05:36,"FENWSABRE-------------R32-001400--","Women's Sabre Individual","Table of 32","W","Grand Palais","1897638","KOMASHCHUK Alina","Person","UKR","Ukraine",8,"POINTS","L",2,1,0,0,8,2.4,1,1,100,13,49.7761904761905,7,12.375,50
2024-07-29 09:06:39,"FENWSABRE-------------R32-000600--","Women's Sabre Individual","Table of 32","W","Grand Palais","1946884","BASHTA Anna","Person","AZE","Azerbaijan",15,"POINTS","W",1,2,1,50,10.5,38.15,2,2,100,1,38.15,1,12.375,50
2024-07-29 09:06:39,"FENWSABRE-------------R32-000600--","Women's Sabre Individual","Table of 32","W","Grand Palais","1908651","YANG Hengyu","Person","CHN","China",9,"POINTS","L",2,1,0,0,9,2.7,1,1,100,11,33.5214285714286,13,12.375,50
2024-07-29 09:07:00,"FENWSABRE-------------R32-001000--","Women's Sabre Individual","Table of 32","W","Grand Palais","1927158","YOON Jisu","Person","KOR","Korea",15,"POINTS","W",1,2,1,50,12,38.6,2,2,100,20,48.8606060606061,12,12.375,50
2024-07-29 09:07:00,"FENWSABRE-------------R32-001000--","Women's Sabre Individual","Table of 32","W","Grand Palais","1552368","DAYIBEKOVA Zaynab","Person","UZB","Uzbekistan",11,"POINTS","L",2,1,0,0,11,3.3,1,1,100,0,3.3,1,12.375,50
2024-07-29 09:32:12,"FENWSABRE-------------R32-001500--","Women's Sabre Individual","Table of 32","W","Grand Palais","1927113","CHOI Sebin","Person","KOR","Korea",15,"POINTS","W",1,5,3,60,14.2,46.26,5,5,100,20,48.8606060606061,12,12.375,50
2024-07-29 09:32:12,"FENWSABRE-------------R32-001500--","Women's Sabre Individual","Table of 32","W","Grand Palais","1950562","NAZLYMOV Tatiana","Person","USA","United States",14,"POINTS","L",2,1,0,0,14,4.2,1,1,100,26,45.3106382978723,16,12.375,50
2024-07-29 09:32:51,"FENWSABRE-------------R32-000300--","Women's Sabre Individual","Table of 32","W","Grand Palais","1946571","SZUCS Luca Virag","Person","HUN","Hungary",15,"POINTS","W",1,3,2,66.6666666666667,14,50.8666666666667,3,3,100,23,47.0666666666667,13,12.375,50
2024-07-29 09:32:51,"FENWSABRE-------------R32-000300--","Women's Sabre Individual","Table of 32","W","Grand Palais","1924605","CRISCIO Martina","Person","ITA","Italy",10,"POINTS","L",2,1,0,0,10,3,1,1,100,37,48.2096774193548,19,12.375,50
2024-07-29 09:34:23,"FENWSABRE-------------R32-001100--","Women's Sabre Individual","Table of 32","W","Grand Palais","1924607","MORMILE Chiara","Person","ITA","Italy",10,"POINTS","L",1,1,0,0,10,3,1,1,100,37,48.2096774193548,19,12.375,50
2024-07-29 09:34:23,"FENWSABRE-------------R32-001100--","Women's Sabre Individual","Table of 32","W","Grand Palais","1916224","BERDER Cecilia","Person","FRA","France",15,"POINTS","W",2,2,1,50,11,38.3,2,2,100,39,48.9421875,19,12.375,50
2024-07-29 09:35:05,"FENWSABRE-------------R32-000700--","Women's Sabre Individual","Table of 32","W","Grand Palais","1924606","BATTISTON Michela","Person","ITA","Italy",12,"POINTS","L",1,1,0,0,12,3.6,1,1,100,37,48.2096774193548,19,12.375,50
2024-07-29 09:35:05,"FENWSABRE-------------R32-000700--","Women's Sabre Individual","Table of 32","W","Grand Palais","1946422","PUSZTAI Liza","Person","HUN","Hungary",15,"POINTS","W",2,2,1,50,11,38.3,2,2,100,23,47.0666666666667,13,12.375,50
2024-07-29 09:49:55,"FENWSABRE-------------R32-001200--","Women's Sabre Individual","Table of 32","W","Grand Palais","1961300","GKOUNTOURA Theodora","Person","GRE","Greece",15,"POINTS","W",1,3,2,66.6666666666667,14.3333333333333,50.9666666666667,3,3,100,2,50.9666666666667,1,12.375,50
2024-07-29 09:49:55,"FENWSABRE-------------R32-001200--","Women's Sabre Individual","Table of 32","W","Grand Palais","1973202","BRIND'AMOUR Pamela","Person","CAN","Canada",3,"POINTS","L",2,1,0,0,3,0.9,1,1,100,13,33.96875,13,12.375,50
2024-07-29 09:57:31,"FENWSABRE-------------R32-000800--","Women's Sabre Individual","Table of 32","W","Grand Palais","1568406","MARTIN-PORTUGUES Lucia","Person","ESP","Spain",8,"POINTS","L",1,1,0,0,8,2.4,1,1,100,1,26.8333333333333,2,12.375,50
2024-07-29 09:57:31,"FENWSABRE-------------R32-000800--","Women's Sabre Individual","Table of 32","W","Grand Palais","1946373","MARTON Anna","Person","HUN","Hungary",15,"POINTS","W",2,4,3,75,13,56.4,4,4,100,23,47.0666666666667,13,12.375,50
2024-07-29 09:58:42,"FENWSABRE-------------R32-001600--","Women's Sabre Individual","Table of 32","W","Grand Palais","1896542","EMURA Misaki","Person","JPN","Japan",15,"POINTS","W",1,2,1,50,11,38.3,2,2,100,24,47.180487804878,15,12.375,50
2024-07-29 09:58:42,"FENWSABRE-------------R32-001600--","Women's Sabre Individual","Table of 32","W","Grand Palais","1897637","KRAVATSKA Olena","Person","UKR","Ukraine",14,"POINTS","L",2,2,1,50,14.5,39.35,2,2,100,13,49.7761904761905,7,12.375,50
2024-07-29 09:59:13,"FENWSABRE-------------R32-000400--","Women's Sabre Individual","Table of 32","W","Grand Palais","1922329","ILIEVA Yoana","Person","BUL","Bulgaria",15,"POINTS","W",1,2,1,50,12.5,38.75,2,2,100,1,38.75,1,12.375,50
2024-07-29 09:59:13,"FENWSABRE-------------R32-000400--","Women's Sabre Individual","Table of 32","W","Grand Palais","1896519","TAKASHIMA Risa","Person","JPN","Japan",10,"POINTS","L",2,1,0,0,10,3,1,1,100,24,47.180487804878,15,12.375,50
2024-07-29 12:22:11,"FENWSABRE-------------8FNL000100--","Women's Sabre Individual","Table of 16","W","Grand Palais","1916222","BALZER Sara","Person","FRA","France",15,"POINTS","W",1,5,4,80,14.4,60.32,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 12:22:11,"FENWSABRE-------------8FNL000100--","Women's Sabre Individual","Table of 16","W","Grand Palais","1569820","ERBIL Nisanur","Person","TUR","TÃ¼rkiye",5,"POINTS","L",2,2,1,50,10,38,2,2,100,1,26.3333333333333,2,12.375,50
2024-07-29 12:24:26,"FENWSABRE-------------8FNL000300--","Women's Sabre Individual","Table of 16","W","Grand Palais","1946884","BASHTA Anna","Person","AZE","Azerbaijan",6,"POINTS","L",1,2,1,50,10.5,38.15,2,2,100,1,38.15,1,12.375,50
2024-07-29 12:24:26,"FENWSABRE-------------8FNL000300--","Women's Sabre Individual","Table of 16","W","Grand Palais","1897644","KHARLAN Olga","Person","UKR","Ukraine",15,"POINTS","W",2,5,4,80,13.4,60.02,5,5,100,13,49.7761904761905,7,12.375,50
2024-07-29 12:24:36,"FENWSABRE-------------8FNL000500--","Women's Sabre Individual","Table of 16","W","Grand Palais","1927158","YOON Jisu","Person","KOR","Korea",9,"POINTS","L",1,2,1,50,12,38.6,2,2,100,20,48.8606060606061,12,12.375,50
2024-07-29 12:24:36,"FENWSABRE-------------8FNL000500--","Women's Sabre Individual","Table of 16","W","Grand Palais","1916223","APITHY-BRUNET Manon","Person","FRA","France",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 12:24:43,"FENWSABRE-------------8FNL000700--","Women's Sabre Individual","Table of 16","W","Grand Palais","1927123","JEON Hayoung","Person","KOR","Korea",15,"POINTS","W",1,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,20,48.8606060606061,12,12.375,50
2024-07-29 12:24:43,"FENWSABRE-------------8FNL000700--","Women's Sabre Individual","Table of 16","W","Grand Palais","1938122","HAFEZ Nada","Person","EGY","Egypt",7,"POINTS","L",2,2,1,50,11,38.3,2,2,100,16,29.0893617021277,17,12.375,50
2024-07-29 12:43:40,"FENWSABRE-------------8FNL000600--","Women's Sabre Individual","Table of 16","W","Grand Palais","1961300","GKOUNTOURA Theodora","Person","GRE","Greece",15,"POINTS","W",1,3,2,66.6666666666667,14.3333333333333,50.9666666666667,3,3,100,2,50.9666666666667,1,12.375,50
2024-07-29 12:43:40,"FENWSABRE-------------8FNL000600--","Women's Sabre Individual","Table of 16","W","Grand Palais","1916224","BERDER Cecilia","Person","FRA","France",7,"POINTS","L",2,2,1,50,11,38.3,2,2,100,39,48.9421875,19,12.375,50
2024-07-29 12:43:55,"FENWSABRE-------------8FNL000400--","Women's Sabre Individual","Table of 16","W","Grand Palais","1946373","MARTON Anna","Person","HUN","Hungary",15,"POINTS","W",1,4,3,75,13,56.4,4,4,100,23,47.0666666666667,13,12.375,50
2024-07-29 12:43:55,"FENWSABRE-------------8FNL000400--","Women's Sabre Individual","Table of 16","W","Grand Palais","1946422","PUSZTAI Liza","Person","HUN","Hungary",7,"POINTS","L",2,2,1,50,11,38.3,2,2,100,23,47.0666666666667,13,12.375,50
2024-07-29 12:46:20,"FENWSABRE-------------8FNL000800--","Women's Sabre Individual","Table of 16","W","Grand Palais","1927113","CHOI Sebin","Person","KOR","Korea",15,"POINTS","W",1,5,3,60,14.2,46.26,5,5,100,20,48.8606060606061,12,12.375,50
2024-07-29 12:46:20,"FENWSABRE-------------8FNL000800--","Women's Sabre Individual","Table of 16","W","Grand Palais","1896542","EMURA Misaki","Person","JPN","Japan",7,"POINTS","L",2,2,1,50,11,38.3,2,2,100,24,47.180487804878,15,12.375,50
2024-07-29 12:46:20,"FENWSABRE-------------8FNL000200--","Women's Sabre Individual","Table of 16","W","Grand Palais","1922329","ILIEVA Yoana","Person","BUL","Bulgaria",10,"POINTS","L",1,2,1,50,12.5,38.75,2,2,100,1,38.75,1,12.375,50
2024-07-29 12:46:20,"FENWSABRE-------------8FNL000200--","Women's Sabre Individual","Table of 16","W","Grand Palais","1946571","SZUCS Luca Virag","Person","HUN","Hungary",15,"POINTS","W",2,3,2,66.6666666666667,14,50.8666666666667,3,3,100,23,47.0666666666667,13,12.375,50
2024-07-29 14:15:13,"FENWSABRE-------------QFNL000200--","Women's Sabre Individual","Table of 8","W","Grand Palais","1946373","MARTON Anna","Person","HUN","Hungary",7,"POINTS","L",1,4,3,75,13,56.4,4,4,100,23,47.0666666666667,13,12.375,50
2024-07-29 14:15:13,"FENWSABRE-------------QFNL000200--","Women's Sabre Individual","Table of 8","W","Grand Palais","1897644","KHARLAN Olga","Person","UKR","Ukraine",15,"POINTS","W",2,5,4,80,13.4,60.02,5,5,100,13,49.7761904761905,7,12.375,50
2024-07-29 14:15:24,"FENWSABRE-------------QFNL000100--","Women's Sabre Individual","Table of 8","W","Grand Palais","1946571","SZUCS Luca Virag","Person","HUN","Hungary",12,"POINTS","L",1,3,2,66.6666666666667,14,50.8666666666667,3,3,100,23,47.0666666666667,13,12.375,50
2024-07-29 14:15:24,"FENWSABRE-------------QFNL000100--","Women's Sabre Individual","Table of 8","W","Grand Palais","1916222","BALZER Sara","Person","FRA","France",15,"POINTS","W",2,5,4,80,14.4,60.32,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 14:15:43,"FENWSABRE-------------QFNL000400--","Women's Sabre Individual","Table of 8","W","Grand Palais","1927113","CHOI Sebin","Person","KOR","Korea",15,"POINTS","W",1,5,3,60,14.2,46.26,5,5,100,20,48.8606060606061,12,12.375,50
2024-07-29 14:15:43,"FENWSABRE-------------QFNL000400--","Women's Sabre Individual","Table of 8","W","Grand Palais","1927123","JEON Hayoung","Person","KOR","Korea",14,"POINTS","L",2,3,2,66.6666666666667,14.6666666666667,51.0666666666667,3,3,100,20,48.8606060606061,12,12.375,50
2024-07-29 14:19:36,"FENWSABRE-------------QFNL000300--","Women's Sabre Individual","Table of 8","W","Grand Palais","1961300","GKOUNTOURA Theodora","Person","GRE","Greece",13,"POINTS","L",1,3,2,66.6666666666667,14.3333333333333,50.9666666666667,3,3,100,2,50.9666666666667,1,12.375,50
2024-07-29 14:19:36,"FENWSABRE-------------QFNL000300--","Women's Sabre Individual","Table of 8","W","Grand Palais","1916223","APITHY-BRUNET Manon","Person","FRA","France",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 17:20:18,"FENWSABRE-------------SFNL000100--","Women's Sabre Individual","Semifinal 1","W","Grand Palais","1916222","BALZER Sara","Person","FRA","France",15,"POINTS","W",1,5,4,80,14.4,60.32,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 17:20:18,"FENWSABRE-------------SFNL000100--","Women's Sabre Individual","Semifinal 1","W","Grand Palais","1897644","KHARLAN Olga","Person","UKR","Ukraine",7,"POINTS","L",2,5,4,80,13.4,60.02,5,5,100,13,49.7761904761905,7,12.375,50
2024-07-29 17:45:12,"FENWSABRE-------------SFNL000200--","Women's Sabre Individual","Semifinal 2","W","Grand Palais","1927113","CHOI Sebin","Person","KOR","Korea",12,"POINTS","L",1,5,3,60,14.2,46.26,5,5,100,20,48.8606060606061,12,12.375,50
2024-07-29 17:45:12,"FENWSABRE-------------SFNL000200--","Women's Sabre Individual","Semifinal 2","W","Grand Palais","1916223","APITHY-BRUNET Manon","Person","FRA","France",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 19:09:58,"FENWSABRE-------------FNL-000200--","Women's Sabre Individual","Bronze Medal Bout","W","Grand Palais","1927113","CHOI Sebin","Person","KOR","Korea",14,"POINTS","L",1,5,3,60,14.2,46.26,5,5,100,20,48.8606060606061,12,12.375,50
2024-07-29 19:09:58,"FENWSABRE-------------FNL-000200--","Women's Sabre Individual","Bronze Medal Bout","W","Grand Palais","1897644","KHARLAN Olga","Person","UKR","Ukraine",15,"POINTS","W",2,5,4,80,13.4,60.02,5,5,100,13,49.7761904761905,7,12.375,50
2024-07-29 20:04:01,"FENWSABRE-------------FNL-000100--","Women's Sabre Individual","Gold Medal Bout","W","Grand Palais","1916222","BALZER Sara","Person","FRA","France",12,"POINTS","L",1,5,4,80,14.4,60.32,5,5,100,39,48.9421875,19,12.375,50
2024-07-29 20:04:01,"FENWSABRE-------------FNL-000100--","Women's Sabre Individual","Gold Medal Bout","W","Grand Palais","1916223","APITHY-BRUNET Manon","Person","FRA","France",15,"POINTS","W",2,5,5,100,15,74.5,5,5,100,39,48.9421875,19,12.375,50
2024-08-03 11:39:25,"FENWTEAMSABR----------QFNL000100--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRALG01","Algeria","Team","ALG","Algeria",32,"POINTS","L",1,3,0,0,29,8.7,3,3,100,0,5.31428571428571,5,40,50
2024-08-03 11:39:25,"FENWTEAMSABR----------QFNL000100--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRFRA01","France","Team","FRA","France",45,"POINTS","W",2,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,40,50
2024-08-03 11:45:35,"FENWTEAMSABR----------QFNL000300--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRITA01","Italy","Team","ITA","Italy",37,"POINTS","L",1,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,40,50
2024-08-03 11:45:35,"FENWTEAMSABR----------QFNL000300--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRUKR01","Ukraine","Team","UKR","Ukraine",45,"POINTS","W",2,6,4,66.6666666666667,43.1666666666667,59.6166666666667,5,5,100,13,49.7761904761905,7,40,50
2024-08-03 11:48:34,"FENWTEAMSABR----------QFNL000200--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRKOR01","Republic of Korea","Team","KOR","Korea",45,"POINTS","W",1,9,7,77.7777777777778,43.1111111111111,67.3777777777778,5,5,100,20,48.8606060606061,12,40,50
2024-08-03 11:48:34,"FENWTEAMSABR----------QFNL000200--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRUSA01","United States of America","Team","USA","United States",35,"POINTS","L",2,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,40,50
2024-08-03 12:07:31,"FENWTEAMSABR----------QFNL000400--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRHUN01","Hungary","Team","HUN","Hungary",37,"POINTS","L",1,9,6,66.6666666666667,40.8888888888889,58.9333333333333,6,6,100,23,47.0666666666667,13,40,50
2024-08-03 12:07:31,"FENWTEAMSABR----------QFNL000400--","Women's Sabre Team","Table of 8","W","Grand Palais","FENWTEAMSABRJPN01","Japan","Team","JPN","Japan",45,"POINTS","W",2,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,40,50
2024-08-03 13:08:59,"FENWTEAMSABR----------SF5-000200--","Women's Sabre Team","Classifications 5-8","W","Grand Palais","FENWTEAMSABRHUN01","Hungary","Team","HUN","Hungary",45,"POINTS","W",1,9,6,66.6666666666667,40.8888888888889,58.9333333333333,6,6,100,23,47.0666666666667,13,40,50
2024-08-03 13:08:59,"FENWTEAMSABR----------SF5-000200--","Women's Sabre Team","Classifications 5-8","W","Grand Palais","FENWTEAMSABRITA01","Italy","Team","ITA","Italy",35,"POINTS","L",2,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,40,50
2024-08-03 13:09:06,"FENWTEAMSABR----------SF5-000100--","Women's Sabre Team","Classifications 5-8","W","Grand Palais","FENWTEAMSABRUSA01","United States of America","Team","USA","United States",45,"POINTS","W",1,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,40,50
2024-08-03 13:09:06,"FENWTEAMSABR----------SF5-000100--","Women's Sabre Team","Classifications 5-8","W","Grand Palais","FENWTEAMSABRALG01","Algeria","Team","ALG","Algeria",28,"POINTS","L",2,3,0,0,29,8.7,3,3,100,0,5.31428571428571,5,40,50
2024-08-03 14:04:52,"FENWTEAMSABR----------SFNL000100--","Women's Sabre Team","Semifinal 1","W","Grand Palais","FENWTEAMSABRKOR01","Republic of Korea","Team","KOR","Korea",45,"POINTS","W",1,9,7,77.7777777777778,43.1111111111111,67.3777777777778,5,5,100,20,48.8606060606061,12,40,50
2024-08-03 14:04:52,"FENWTEAMSABR----------SFNL000100--","Women's Sabre Team","Semifinal 1","W","Grand Palais","FENWTEAMSABRFRA01","France","Team","FRA","France",36,"POINTS","L",2,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,40,50
2024-08-03 14:05:00,"FENWTEAMSABR----------SFNL000200--","Women's Sabre Team","Semifinal 2","W","Grand Palais","FENWTEAMSABRUKR01","Ukraine","Team","UKR","Ukraine",45,"POINTS","W",1,6,4,66.6666666666667,43.1666666666667,59.6166666666667,5,5,100,13,49.7761904761905,7,40,50
2024-08-03 14:05:00,"FENWTEAMSABR----------SFNL000200--","Women's Sabre Team","Semifinal 2","W","Grand Palais","FENWTEAMSABRJPN01","Japan","Team","JPN","Japan",32,"POINTS","L",2,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,40,50
2024-08-03 14:38:00,"FENWTEAMSABR----------FNL-000400--","Women's Sabre Team","Placement 7-8","W","Grand Palais","FENWTEAMSABRITA01","Italy","Team","ITA","Italy",45,"POINTS","W",1,18,12,66.6666666666667,41.2222222222222,59.0333333333333,7,7,100,37,48.2096774193548,19,40,50
2024-08-03 14:38:00,"FENWTEAMSABR----------FNL-000400--","Women's Sabre Team","Placement 7-8","W","Grand Palais","FENWTEAMSABRALG01","Algeria","Team","ALG","Algeria",27,"POINTS","L",2,3,0,0,29,8.7,3,3,100,0,5.31428571428571,5,40,50
2024-08-03 14:55:59,"FENWTEAMSABR----------FNL-000300--","Women's Sabre Team","Placement 5-6","W","Grand Palais","FENWTEAMSABRHUN01","Hungary","Team","HUN","Hungary",39,"POINTS","L",1,9,6,66.6666666666667,40.8888888888889,58.9333333333333,6,6,100,23,47.0666666666667,13,40,50
2024-08-03 14:55:59,"FENWTEAMSABR----------FNL-000300--","Women's Sabre Team","Placement 5-6","W","Grand Palais","FENWTEAMSABRUSA01","United States of America","Team","USA","United States",45,"POINTS","W",2,15,8,53.3333333333333,41.0666666666667,49.6533333333333,7,7,100,26,45.3106382978723,16,40,50
2024-08-03 17:55:44,"FENWTEAMSABR----------FNL-000200--","Women's Sabre Team","Bronze Medal Match","W","Grand Palais","FENWTEAMSABRFRA01","France","Team","FRA","France",40,"POINTS","L",1,18,10,55.5555555555556,40.5555555555556,51.0555555555556,7,7,100,39,48.9421875,19,40,50
2024-08-03 17:55:44,"FENWTEAMSABR----------FNL-000200--","Women's Sabre Team","Bronze Medal Match","W","Grand Palais","FENWTEAMSABRJPN01","Japan","Team","JPN","Japan",45,"POINTS","W",2,12,9,75,40.25,64.575,5,5,100,24,47.180487804878,15,40,50
2024-08-03 18:47:59,"FENWTEAMSABR----------FNL-000100--","Women's Sabre Team","Gold Medal Match","W","Grand Palais","FENWTEAMSABRKOR01","Republic of Korea","Team","KOR","Korea",42,"POINTS","L",1,9,7,77.7777777777778,43.1111111111111,67.3777777777778,5,5,100,20,48.8606060606061,12,40,50
2024-08-03 18:47:59,"FENWTEAMSABR----------FNL-000100--","Women's Sabre Team","Gold Medal Match","W","Grand Palais","FENWTEAMSABRUKR01","Ukraine","Team","UKR","Ukraine",45,"POINTS","W",2,6,4,66.6666666666667,43.1666666666667,59.6166666666667,5,5,100,13,49.7761904761905,7,40,50
2024-07-27 08:53:46,"FENWEPEE--------------R64-000200--","Women's Épée Individual","Table of 64","W","Grand Palais","1936500","HUSSEIN Aya","Person","EGY","Egypt",15,"POINTS","W",1,2,1,50,13,38.9,2,2,100,16,29.0893617021277,17,12.625,50
2024-07-27 08:53:46,"FENWEPEE--------------R64-000200--","Women's Épée Individual","Table of 64","W","Grand Palais","1964498","DIONGUE Ndeye Bineta","Person","SEN","Senegal",14,"POINTS","L",2,1,0,0,14,4.2,1,1,100,0,4.2,1,12.625,50
2024-07-27 08:53:47,"FENWEPEE--------------R64-001800--","Women's Épée Individual","Table of 64","W","Grand Palais","1896536","YOSHIMURA Miho","Person","JPN","Japan",15,"POINTS","W",1,3,2,66.6666666666667,13,50.5666666666667,3,3,100,24,47.180487804878,15,12.625,50
2024-07-27 08:53:47,"FENWEPEE--------------R64-001800--","Women's Épée Individual","Table of 64","W","Grand Palais","1978995","UWIHOREYE Tufaha","Person","RWA","Rwanda",7,"POINTS","L",2,1,0,0,7,2.1,1,1,100,0,2.1,1,12.625,50
2024-07-27 08:56:11,"FENWEPEE--------------R64-001500--","Women's Épée Individual","Table of 64","W","Grand Palais","1944599","DOIG CALDERON Maria Luisa","Person","PER","Peru",14,"POINTS","L",1,1,0,0,14,4.2,1,1,100,0,4.2,1,12.625,50
2024-07-27 08:56:11,"FENWEPEE--------------R64-001500--","Women's Épée Individual","Table of 64","W","Grand Palais","1541554","ABDUL RAHMAN Kiria Tikanah","Person","SGP","Singapore",15,"POINTS","W",2,2,1,50,12.5,38.75,2,2,100,1,27.1333333333333,2,12.625,50
2024-07-27 08:56:41,"FENWEPEE--------------R64-003100--","Women's Épée Individual","Table of 64","W","Grand Palais","1936701","EHAB Nardin","Person","EGY","Egypt",15,"POINTS","W",1,2,1,50,12.5,38.75,2,2,100,16,29.0893617021277,17,12.625,50
2024-07-27 08:56:41,"FENWEPEE--------------R64-003100--","Women's Épée Individual","Table of 64","W","Grand Palais","1937986","GABER Shirwit","Person","EGY","Egypt",9,"POINTS","L",2,1,0,0,9,2.7,1,1,100,16,29.0893617021277,17,12.625,50
2024-07-27 09:16:41,"FENWEPEE--------------R32-000100--","Women's Épée Individual","Table of 32","W","Grand Palais","1963262","KONG Man Wai Vivian","Person","HKG","Hong Kong, China",15,"POINTS","W",1,5,5,100,14.6,74.38,5,5,100,11,63.3846153846154,4,12.625,50
2024-07-27 09:16:41,"FENWEPEE--------------R32-000100--","Women's Épée Individual","Table of 32","W","Grand Palais","1936500","HUSSEIN Aya","Person","EGY","Egypt",11,"POINTS","L",2,2,1,50,13,38.9,2,2,100,16,29.0893617021277,17,12.625,50
2024-07-27 09:17:00,"FENWEPEE--------------R32-000500--","Women's Épée Individual","Table of 32","W","Grand Palais","1894223","KLASIK Alicja","Person","POL","Poland",12,"POINTS","W",1,2,1,50,11,38.3,2,2,100,8,31.9863636363636,10,12.625,50
2024-07-27 09:17:00,"FENWEPEE--------------R32-000500--","Women's Épée Individual","Table of 32","W","Grand Palais","1924588","RIZZI Giulia","Person","ITA","Italy",11,"POINTS","L",2,1,0,0,11,3.3,1,1,100,37,48.2096774193548,19,12.625,50
2024-07-27 09:17:20,"FENWEPEE--------------R32-001300--","Women's Épée Individual","Table of 32","W","Grand Palais","1894214","SWATOWSKA-WENGLARCZYK Martyna","Person","POL","Poland",11,"POINTS","L",1,1,0,0,11,3.3,1,1,100,8,31.9863636363636,10,12.625,50
2024-07-27 09:17:20,"FENWEPEE--------------R32-001300--","Women's Épée Individual","Table of 32","W","Grand Palais","1927156","SONG Sera","Person","KOR","Korea",15,"POINTS","W",2,2,1,50,10.5,38.15,2,2,100,20,48.8606060606061,12,12.625,50
2024-07-27 09:26:34,"FENWEPEE--------------R32-000900--","Women's Épée Individual","Table of 32","W","Grand Palais","1896536","YOSHIMURA Miho","Person","JPN","Japan",14,"POINTS","W",1,3,2,66.6666666666667,13,50.5666666666667,3,3,100,24,47.180487804878,15,12.625,50
2024-07-27 09:26:34,"FENWEPEE--------------R32-000900--","Women's Épée Individual","Table of 32","W","Grand Palais","1902595","SUN Yiwen","Person","CHN","China",13,"POINTS","L",2,1,0,0,13,3.9,1,1,100,11,33.5214285714286,13,12.625,50
2024-07-27 09:48:11,"FENWEPEE--------------R32-000600--","Women's Épée Individual","Table of 32","W","Grand Palais","1927128","KANG Young Mi","Person","KOR","Korea",13,"POINTS","L",1,1,0,0,13,3.9,1,1,100,20,48.8606060606061,12,12.625,50
2024-07-27 09:48:11,"FENWEPEE--------------R32-000600--","Women's Épée Individual","Table of 32","W","Grand Palais","1922687","DIFFERT Nelli","Person","EST","Estonia",14,"POINTS","W",2,5,3,60,12,45.6,5,5,100,3,45.6,1,12.625,50
2024-07-27 09:48:31,"FENWEPEE--------------R32-001000--","Women's Épée Individual","Table of 32","W","Grand Palais","1950593","GUZZI VINCENTI Margherita","Person","USA","United States",6,"POINTS","L",1,1,0,0,6,1.8,1,1,100,26,45.3106382978723,16,12.625,50
2024-07-27 09:48:31,"FENWEPEE--------------R32-001000--","Women's Épée Individual","Table of 32","W","Grand Palais","1897640","KHARKOVA Vlada","Person","UKR","Ukraine",15,"POINTS","W",2,3,2,66.6666666666667,13.3333333333333,50.6666666666667,3,3,100,13,49.7761904761905,7,12.625,50
2024-07-27 09:49:57,"FENWEPEE--------------R32-000200--","Women's Épée Individual","Table of 32","W","Grand Palais","1976467","BRUNNER Pauline","Person","SUI","Switzerland",11,"POINTS","L",1,1,0,0,11,3.3,1,1,100,0,3,2,12.625,50
2024-07-27 09:49:57,"FENWEPEE--------------R32-000200--","Women's Épée Individual","Table of 32","W","Grand Palais","1950600","HUSISIAN Hadley","Person","USA","United States",12,"POINTS","W",2,2,1,50,12,38.6,2,2,100,26,45.3106382978723,16,12.625,50
2024-07-27 09:50:04,"FENWEPEE--------------R32-001400--","Women's Épée Individual","Table of 32","W","Grand Palais","1946375","MUHARI Eszter","Person","HUN","Hungary",15,"POINTS","W",1,5,4,80,13.8,60.14,5,5,100,23,47.0666666666667,13,12.625,50
